edit_label,rule_type,kind,forms,first_cycle,last_cycle,n_cycles_observed,n_expression_changes
ffiec041_R2492.2334,quality,compound,041,2002-12-31,2026-06-30,29,6
ffiec041_R2496.2337,quality,compound,041,2002-12-31,2025-09-30,26,6
ffiec041_R2520.2345,quality,complex,041,2002-12-31,2026-06-30,29,5
ffiec041_R2530.2347,quality,complex,041,2002-12-31,2026-06-30,29,5
ffiec041_R2540.2350,quality,complex,041,2002-12-31,2026-06-30,29,5
ffiec041_R2542.3023,quality,compound,041,2002-12-31,2026-06-30,29,5
ffiec041_R2547.2547,quality,function,041,2002-12-31,2002-12-31,1,0
ffiec041_R2550.2352,quality,complex,041,2002-12-31,2026-06-30,29,5
ffiec041_R2552.2353,quality,compound,041,2002-12-31,2026-06-30,29,5
ffiec041_R2560.2354,quality,complex,041,2002-12-31,2026-06-30,29,5
ffiec041_R2562.2355,quality,compound,041,2002-12-31,2026-06-30,29,5
ffiec041_R2565.2363,quality,compound,041,2002-12-31,2025-09-30,26,7
ffiec041_R2572.2356,quality,complex,041,2002-12-31,2026-06-30,29,5
ffiec041_R2574.2357,quality,compound,041,2002-12-31,2026-06-30,29,5
ffiec041_R2580.2358,quality,complex,041,2002-12-31,2026-06-30,29,5
ffiec041_R2582.2359,quality,compound,041,2002-12-31,2026-06-30,29,5
ffiec041_R2590.2360,quality,complex,041,2002-12-31,2026-06-30,29,5
ffiec041_R2592.2361,quality,compound,041,2002-12-31,2026-06-30,29,5
ffiec041_R2596.2366,quality,compound,041,2002-12-31,2025-09-30,26,6
ffiec041_R2620.1249,validity,compound,041,2002-12-31,2026-06-30,29,7
ffiec041_R2620.2276,validity,value_domain,041,2002-12-31,2026-06-30,29,7
ffiec041_R2621.1250,validity,bound,041,2002-12-31,2026-06-30,29,2
ffiec041_R2621.2277,validity,bound,041,2002-12-31,2026-06-30,29,2
ffiec041_R2625.1253,validity,compound,041,2002-12-31,2026-06-30,29,7
ffiec041_R2625.2278,validity,compound,041,2002-12-31,2026-06-30,29,7
ffiec041_R2800.1348,quality,function,041,2002-12-31,2007-12-31,6,1
ffiec041_R2800.1349,quality,function,041,2002-12-31,2007-12-31,6,1
ffiec041_R2800.1350,quality,function,041,2002-12-31,2007-12-31,6,1
ffiec041_R2800.1351,quality,function,041,2002-12-31,2007-12-31,6,1
ffiec041_R2800.2371,quality,function,041,2002-12-31,2007-12-31,6,1
ffiec041_R2800.2372,quality,function,041,2002-12-31,2007-12-31,6,1
ffiec041_R2800.2373,quality,function,041,2002-12-31,2007-12-31,6,1
ffiec041_R2800.2374,quality,function,041,2002-12-31,2007-12-31,6,1
ffiec041_R2820.1354,quality,function,041,2002-12-31,2007-12-31,6,1
ffiec041_R2820.1355,quality,function,041,2002-12-31,2007-12-31,6,1
ffiec041_R2820.1356,quality,function,041,2002-12-31,2007-12-31,6,1
ffiec041_R2820.1357,quality,function,041,2002-12-31,2007-12-31,6,1
ffiec041_R2820.2377,quality,function,041,2002-12-31,2007-12-31,6,1
ffiec041_R2820.2378,quality,function,041,2002-12-31,2007-12-31,6,1
ffiec041_R2820.2379,quality,function,041,2002-12-31,2007-12-31,6,1
ffiec041_R2820.2380,quality,function,041,2002-12-31,2007-12-31,6,1
ffiec041_R3000.2387,quality,compound,041,2002-12-31,2026-06-30,29,3
ffiec041_R3030.2388,quality,bound,041,2002-12-31,2010-12-31,9,1
ffiec041_R3040.3183,quality,complex,041,2002-12-31,2026-06-30,29,4
ffiec041_R3045.3186,quality,compound,041,2002-12-31,2026-06-30,29,5
ffiec041_R3046.2389,quality,complex,041,2002-12-31,2026-06-30,29,6
ffiec041_R3090.2399,quality,compound,041,2002-12-31,2026-06-30,29,5
ffiec041_R3110.3187,quality,compound,041,2002-12-31,2026-06-30,29,4
ffiec041_R3112.3188,quality,compound,041,2002-12-31,2026-06-30,29,3
ffiec041_R3115.3238,quality,bound,041,2002-12-31,2016-12-31,15,3
ffiec041_R3390.2299,validity,compound,041,2002-12-31,2026-06-30,29,4
ffiec041_R3395.1285,quality,compound,041,2002-12-31,2026-06-30,29,8
ffiec041_R3395.2300,quality,compound,041,2002-12-31,2026-06-30,29,9
ffiec041_R3400.1393,quality,complex,041,2002-12-31,2026-06-30,29,3
ffiec041_R3400.2413,quality,complex,041,2002-12-31,2026-06-30,29,3
ffiec041_R3410.1395,quality,complex,041,2002-12-31,2017-12-31,16,3
ffiec041_R3410.2415,quality,complex,041,2002-12-31,2017-12-31,16,3
ffiec041_R3420.1396,quality,complex,041,2002-12-31,2017-12-31,16,3
ffiec041_R3420.2416,quality,complex,041,2002-12-31,2017-12-31,16,3
ffiec041_R3426.3068,quality,complex,041,2002-12-31,2026-06-30,29,3
ffiec041_R3426.3189,quality,compound,041,2002-12-31,2026-06-30,29,3
ffiec041_R3427.3069,quality,function,041,2002-12-31,2026-06-30,29,5
ffiec041_R3427.3190,quality,function,041,2002-12-31,2026-06-30,29,5
ffiec041_R3428.3070,quality,function,041,2002-12-31,2026-06-30,29,5
ffiec041_R3428.3191,quality,function,041,2002-12-31,2026-06-30,29,5
ffiec041_R3436.3072,quality,complex,041,2002-12-31,2026-06-30,29,3
ffiec041_R3436.3193,quality,complex,041,2002-12-31,2026-06-30,29,3
ffiec041_R3460.2421,quality,complex,041,2002-12-31,2003-12-31,2,0
ffiec041_R3465.3073,quality,complex,041,2002-12-31,2026-06-30,29,4
ffiec041_R3465.3194,quality,complex,041,2002-12-31,2026-06-30,29,4
ffiec041_R3470.1394,quality,compound,041,2002-12-31,2026-06-30,28,4
ffiec041_R3470.2422,quality,compound,041,2002-12-31,2026-06-30,28,4
ffiec041_R3480.1403,quality,complex,041,2002-12-31,2026-06-30,29,3
ffiec041_R3480.2423,quality,complex,041,2002-12-31,2026-06-30,29,3
ffiec041_R3486.3075,quality,complex,041,2002-12-31,2026-06-30,29,3
ffiec041_R3486.3196,quality,complex,041,2002-12-31,2026-06-30,29,3
ffiec041_R3495.3076,quality,compound,041,2002-12-31,2005-12-31,4,0
ffiec041_R3500.1414,quality,complex,041,2002-12-31,2026-06-30,29,4
ffiec041_R3530.1428,quality,bound,041,2002-12-31,2008-12-31,7,1
ffiec041_R3540.1429,quality,bound,041,2002-12-31,2008-12-31,7,0
ffiec041_R3600.1440,quality,function,041,2002-12-31,2026-06-30,29,4
ffiec041_R3600.1442,quality,function,041,2002-12-31,2026-06-30,29,4
ffiec041_R3600.2428,quality,function,041,2002-12-31,2026-06-30,29,4
ffiec041_R3600.2430,quality,function,041,2002-12-31,2026-06-30,29,4
ffiec041_R3605.1444,quality,function,041,2002-12-31,2008-12-31,7,1
ffiec041_R3605.1446,quality,function,041,2002-12-31,2008-12-31,7,1
ffiec041_R3605.2432,quality,function,041,2002-12-31,2008-12-31,7,1
ffiec041_R3605.2434,quality,function,041,2002-12-31,2008-12-31,7,1
ffiec041_R3620.1450,quality,function,041,2002-12-31,2002-12-31,1,0
ffiec041_R3620.2436,quality,function,041,2002-12-31,2002-12-31,1,0
ffiec041_R3620.2438,quality,function,041,2002-12-31,2002-12-31,1,0
ffiec041_R3625.1451,quality,function,041,2002-12-31,2002-12-31,1,0
ffiec041_R3625.1452,quality,function,041,2002-12-31,2002-12-31,1,0
ffiec041_R3625.2440,quality,function,041,2002-12-31,2002-12-31,1,0
ffiec041_R3640.1454,quality,function,041,2002-12-31,2026-06-30,29,5
ffiec041_R3640.1456,quality,function,041,2002-12-31,2026-06-30,29,5
ffiec041_R3640.2442,quality,function,041,2002-12-31,2026-06-30,29,5
ffiec041_R3640.2444,quality,function,041,2002-12-31,2026-06-30,29,5
ffiec041_R3645.1458,quality,function,041,2002-12-31,2026-06-30,29,5
ffiec041_R3645.1460,quality,function,041,2002-12-31,2026-06-30,29,5
ffiec041_R3645.2446,quality,function,041,2002-12-31,2026-06-30,29,5
ffiec041_R3645.2448,quality,function,041,2002-12-31,2026-06-30,29,5
ffiec041_R3660.1462,quality,function,041,2002-12-31,2026-06-30,29,4
ffiec041_R3660.1464,quality,function,041,2002-12-31,2026-06-30,29,4
ffiec041_R3660.2450,quality,function,041,2002-12-31,2026-06-30,29,4
ffiec041_R3660.2452,quality,function,041,2002-12-31,2026-06-30,29,4
ffiec041_R3665.1466,quality,function,041,2002-12-31,2026-06-30,29,4
ffiec041_R3665.1468,quality,function,041,2002-12-31,2026-06-30,29,4
ffiec041_R3665.2454,quality,function,041,2002-12-31,2026-06-30,29,4
ffiec041_R3665.2456,quality,function,041,2002-12-31,2026-06-30,29,4
ffiec041_R3680.3077,quality,function,041,2002-12-31,2002-12-31,1,0
ffiec041_R3680.3078,quality,function,041,2002-12-31,2002-12-31,1,0
ffiec041_R3680.3199,quality,function,041,2002-12-31,2002-12-31,1,0
ffiec041_R3685.1473,quality,function,041,2002-12-31,2008-12-31,7,1
ffiec041_R3685.1474,quality,function,041,2002-12-31,2008-12-31,7,1
ffiec041_R3685.2461,quality,function,041,2002-12-31,2008-12-31,7,1
ffiec041_R3685.2462,quality,function,041,2002-12-31,2008-12-31,7,2
ffiec041_R3700.1475,quality,function,041,2002-12-31,2026-06-30,29,5
ffiec041_R3700.1476,quality,function,041,2002-12-31,2026-06-30,29,5
ffiec041_R3700.2463,quality,function,041,2002-12-31,2026-06-30,29,4
ffiec041_R3700.2464,quality,function,041,2002-12-31,2026-06-30,29,6
ffiec041_R3705.1477,quality,function,041,2002-12-31,2026-06-30,29,6
ffiec041_R3705.1478,quality,function,041,2002-12-31,2026-06-30,29,5
ffiec041_R3705.2465,quality,function,041,2002-12-31,2026-06-30,29,4
ffiec041_R3705.2466,quality,function,041,2002-12-31,2026-06-30,29,4
ffiec041_R3720.3079,quality,function,041,2002-12-31,2026-06-30,29,5
ffiec041_R3720.3080,quality,function,041,2002-12-31,2026-06-30,29,5
ffiec041_R3720.3200,quality,function,041,2002-12-31,2026-06-30,29,5
ffiec041_R3720.3201,quality,function,041,2002-12-31,2026-06-30,29,5
ffiec041_R3725.1482,quality,function,041,2002-12-31,2026-06-30,29,6
ffiec041_R3725.1483,quality,function,041,2002-12-31,2026-06-30,29,6
ffiec041_R3725.2471,quality,function,041,2002-12-31,2026-06-30,29,6
ffiec041_R3725.2472,quality,function,041,2002-12-31,2026-06-30,29,6
ffiec041_R3740.3081,quality,function,041,2002-12-31,2026-06-30,29,4
ffiec041_R3740.3082,quality,function,041,2002-12-31,2026-06-30,29,4
ffiec041_R3740.3227,quality,function,041,2002-12-31,2026-06-30,29,4
ffiec041_R3740.3231,quality,function,041,2002-12-31,2026-06-30,29,4
ffiec041_R3745.1486,quality,function,041,2002-12-31,2026-06-30,29,5
ffiec041_R3745.1487,quality,function,041,2002-12-31,2026-06-30,29,5
ffiec041_R3745.2554,quality,function,041,2002-12-31,2026-06-30,29,5
ffiec041_R3745.2555,quality,function,041,2002-12-31,2026-06-30,29,5
ffiec041_R3750.3015,validity,function,041,2002-12-31,2011-12-31,10,0
ffiec041_R3760.1488,quality,function,041,2002-12-31,2026-06-30,29,4
ffiec041_R3760.1489,quality,function,041,2002-12-31,2026-06-30,29,4
ffiec041_R3760.2473,quality,function,041,2002-12-31,2026-06-30,29,4
ffiec041_R3760.2474,quality,function,041,2002-12-31,2026-06-30,29,4
ffiec041_R3765.1490,quality,function,041,2002-12-31,2026-06-30,29,5
ffiec041_R3765.1491,quality,function,041,2002-12-31,2026-06-30,29,7
ffiec041_R3765.2475,quality,function,041,2002-12-31,2026-06-30,29,5
ffiec041_R3765.2476,quality,function,041,2002-12-31,2026-06-30,29,7
ffiec041_R3780.1492,quality,function,041,2002-12-31,2026-06-30,29,4
ffiec041_R3780.1493,quality,function,041,2002-12-31,2026-06-30,29,4
ffiec041_R3780.2477,quality,function,041,2002-12-31,2026-06-30,29,4
ffiec041_R3780.2478,quality,function,041,2002-12-31,2026-06-30,29,5
ffiec041_R3785.1494,quality,function,041,2002-12-31,2026-06-30,29,5
ffiec041_R3785.1495,quality,function,041,2002-12-31,2026-06-30,29,5
ffiec041_R3785.2479,quality,function,041,2002-12-31,2026-06-30,29,5
ffiec041_R3785.2480,quality,function,041,2002-12-31,2026-06-30,29,5
ffiec041_R3800.1496,quality,function,041,2002-12-31,2026-06-30,29,4
ffiec041_R3800.1497,quality,function,041,2002-12-31,2026-06-30,29,4
ffiec041_R3800.2481,quality,function,041,2002-12-31,2026-06-30,29,4
ffiec041_R3800.2482,quality,function,041,2002-12-31,2026-06-30,29,4
ffiec041_R3805.1498,quality,function,041,2002-12-31,2026-06-30,29,5
ffiec041_R3805.1499,quality,function,041,2002-12-31,2026-06-30,29,5
ffiec041_R3805.2483,quality,function,041,2002-12-31,2026-06-30,29,5
ffiec041_R3805.2484,quality,function,041,2002-12-31,2026-06-30,29,5
ffiec041_R3810.1500,quality,compound,041,2002-12-31,2020-12-31,19,6
ffiec041_R3810.2485,quality,compound,041,2002-12-31,2016-12-31,15,6
ffiec041_R3815.1501,quality,complex,041,2002-12-31,2020-12-31,19,6
ffiec041_R3815.2486,quality,complex,041,2002-12-31,2026-06-30,29,7
ffiec041_R3820.2487,quality,complex,041,2002-12-31,2026-06-30,29,5
ffiec041_R3830.3083,quality,function,041,2002-12-31,2026-06-30,29,4
ffiec041_R3830.3084,quality,function,041,2002-12-31,2026-06-30,29,4
ffiec041_R3835.1504,quality,function,041,2002-12-31,2026-06-30,29,5
ffiec041_R3835.1505,quality,function,041,2002-12-31,2026-06-30,29,5
ffiec041_R3850.3085,quality,function,041,2002-12-31,2026-06-30,29,4
ffiec041_R3850.3086,quality,function,041,2002-12-31,2026-06-30,29,4
ffiec041_R3850.3205,quality,function,041,2002-12-31,2016-12-31,15,4
ffiec041_R3850.3209,quality,function,041,2002-12-31,2016-12-31,15,4
ffiec041_R3855.1508,quality,function,041,2002-12-31,2026-06-30,29,4
ffiec041_R3855.1509,quality,function,041,2002-12-31,2026-06-30,29,4
ffiec041_R3855.2490,quality,function,041,2002-12-31,2016-12-31,15,4
ffiec041_R3855.2491,quality,function,041,2002-12-31,2016-12-31,15,4
ffiec041_R3857.1510,quality,complex,041,2002-12-31,2026-06-30,29,3
ffiec041_R3857.2492,quality,complex,041,2002-12-31,2026-06-30,29,3
ffiec041_R3860.2493,quality,complex,041,2002-12-31,2026-06-30,29,4
ffiec041_R3870.1511,quality,function,041,2002-12-31,2026-06-30,29,4
ffiec041_R3870.1512,quality,function,041,2002-12-31,2026-06-30,29,4
ffiec041_R3870.2495,quality,function,041,2002-12-31,2026-06-30,29,4
ffiec041_R3870.3567,quality,function,041,2002-12-31,2026-06-30,29,4
ffiec041_R3875.1513,quality,function,041,2002-12-31,2026-06-30,29,5
ffiec041_R3875.1514,quality,function,041,2002-12-31,2026-06-30,29,5
ffiec041_R3875.2497,quality,function,041,2002-12-31,2026-06-30,29,5
ffiec041_R3875.2498,quality,function,041,2002-12-31,2026-06-30,29,5
ffiec041_R3910.1515,quality,bound,041,2002-12-31,2026-06-30,29,2
ffiec041_R3910.2499,quality,bound,041,2002-12-31,2026-06-30,29,2
ffiec041_R3915.3088,quality,compound,041,2002-12-31,2026-06-30,29,4
ffiec041_R3915.3213,quality,compound,041,2002-12-31,2026-06-30,29,4
ffiec041_R3930.1520,quality,function,041,2002-12-31,2026-06-30,29,4
ffiec041_R3930.2502,quality,function,041,2002-12-31,2026-06-30,29,4
ffiec041_R3930.2504,quality,function,041,2002-12-31,2026-06-30,29,5
ffiec041_R3935.1524,quality,function,041,2002-12-31,2002-12-31,1,0
ffiec041_R3940.2509,quality,complex,041,2002-12-31,2026-06-30,29,4
ffiec041_R3950.1529,quality,function,041,2002-12-31,2026-06-30,29,4
ffiec041_R3950.2511,quality,function,041,2002-12-31,2026-06-30,29,4
ffiec041_R3950.2513,quality,function,041,2002-12-31,2026-06-30,29,4
ffiec041_R3955.1531,quality,function,041,2002-12-31,2026-06-30,29,6
ffiec041_R3955.1533,quality,function,041,2002-12-31,2026-06-30,29,6
ffiec041_R3955.2515,quality,function,041,2002-12-31,2026-06-30,29,6
ffiec041_R3955.2517,quality,function,041,2002-12-31,2026-06-30,29,6
ffiec041_R3960.2518,quality,complex,041,2002-12-31,2026-06-30,29,3
ffiec041_R3970.1536,quality,function,041,2002-12-31,2002-12-31,1,0
ffiec041_R3970.1538,quality,function,041,2002-12-31,2002-12-31,1,0
ffiec041_R3975.1540,quality,function,041,2002-12-31,2002-12-31,1,0
ffiec041_R3975.1542,quality,function,041,2002-12-31,2002-12-31,1,0
ffiec041_R3980.2527,quality,compound,041,2002-12-31,2026-06-30,29,6
ffiec041_R3990.1545,quality,function,041,2002-12-31,2002-12-31,1,0
ffiec041_R3990.1547,quality,function,041,2002-12-31,2002-12-31,1,0
ffiec041_R3995.1551,quality,function,041,2002-12-31,2002-12-31,1,0
ffiec041_R3995.2535,quality,function,041,2002-12-31,2002-12-31,1,0
ffiec041_R4000.2536,quality,complex,041,2002-12-31,2026-06-30,29,4
ffiec041_R4010.3089,quality,function,041,2002-12-31,2026-06-30,29,4
ffiec041_R4010.3090,quality,function,041,2002-12-31,2026-06-30,29,4
ffiec041_R4015.1558,quality,function,041,2002-12-31,2026-06-30,29,5
ffiec041_R4015.1560,quality,function,041,2002-12-31,2026-06-30,29,5
ffiec041_R4020.1561,quality,complex,041,2002-12-31,2026-06-30,29,3
ffiec041_R4030.3091,quality,function,041,2002-12-31,2002-12-31,1,0
ffiec041_R4030.3092,quality,function,041,2002-12-31,2002-12-31,1,0
ffiec041_R4030.3219,quality,function,041,2002-12-31,2002-12-31,1,0
ffiec041_R4035.1566,quality,function,041,2002-12-31,2008-12-31,7,1
ffiec041_R4035.1567,quality,function,041,2002-12-31,2008-12-31,7,1
ffiec041_R4035.2541,quality,function,041,2002-12-31,2008-12-31,7,1
ffiec041_R4035.2542,quality,function,041,2002-12-31,2008-12-31,7,1
ffiec041_R4050.3094,quality,function,041,2002-12-31,2002-12-31,1,0
ffiec041_R4050.3222,quality,function,041,2002-12-31,2002-12-31,1,0
ffiec041_R4055.1573,quality,function,041,2002-12-31,2002-12-31,1,0
ffiec041_R4060.1574,quality,bound,041,2002-12-31,2026-06-30,29,2
ffiec041_R4060.2549,quality,bound,041,2002-12-31,2026-06-30,29,3
ffiec041_R4110.2557,quality,function,041,2002-12-31,2020-12-31,19,4
ffiec041_R4110.2558,quality,function,041,2002-12-31,2020-12-31,19,4
ffiec041_R4110.2559,quality,function,041,2002-12-31,2020-12-31,19,4
ffiec041_R4110.2560,quality,function,041,2002-12-31,2020-12-31,19,4
ffiec041_R4400.3095,quality,complex,041,2002-12-31,2026-06-30,29,3
ffiec041_R4400.3234,quality,complex,041,2002-12-31,2026-06-30,29,3
ffiec041_R4450.3096,quality,complex,041,2002-12-31,2026-06-30,29,3
ffiec041_R4450.3235,quality,complex,041,2002-12-31,2026-06-30,29,3
ffiec041_R4500.1576,quality,complex,041,2002-12-31,2009-12-31,8,2
ffiec041_R4500.2563,quality,complex,041,2002-12-31,2009-12-31,8,2
ffiec041_R4505.1577,quality,complex,041,2002-12-31,2009-12-31,8,2
ffiec041_R4505.2564,quality,complex,041,2002-12-31,2009-12-31,8,2
ffiec041_R4520.3097,quality,bound,041,2002-12-31,2026-06-30,29,4
ffiec041_R4520.3233,quality,bound,041,2002-12-31,2026-06-30,29,1
ffiec041_R4525.3098,quality,bound,041,2002-12-31,2026-06-30,29,4
ffiec041_R4525.3232,quality,bound,041,2002-12-31,2026-06-30,29,4
ffiec041_R4527.1581,quality,complex,041,2002-12-31,2026-06-30,29,3
ffiec041_R4527.2568,quality,complex,041,2002-12-31,2026-06-30,29,3
ffiec041_R4530.3099,quality,bound,041,2002-12-31,2026-06-30,29,4
ffiec041_R4530.3230,quality,bound,041,2002-12-31,2026-06-30,29,4
ffiec041_R4540.1582,quality,complex,041,2002-12-31,2026-06-30,29,5
ffiec041_R4540.2570,quality,complex,041,2002-12-31,2026-06-30,29,5
ffiec041_R4545.3100,quality,compound,041,2002-12-31,2026-06-30,29,4
ffiec041_R4545.3229,quality,compound,041,2002-12-31,2026-06-30,29,4
ffiec041_R4550.1584,quality,complex,041,2002-12-31,2026-06-30,29,4
ffiec041_R4550.2572,quality,complex,041,2002-12-31,2026-06-30,29,4
ffiec041_R4555.1585,quality,complex,041,2002-12-31,2026-06-30,29,4
ffiec041_R4555.2573,quality,complex,041,2002-12-31,2026-06-30,29,4
ffiec041_R4557.3101,quality,compound,041,2002-12-31,2026-06-30,29,4
ffiec041_R4557.3228,quality,compound,041,2002-12-31,2026-06-30,29,4
ffiec041_R4570.3102,quality,bound,041,2002-12-31,2026-06-30,29,2
ffiec041_R4570.3226,quality,bound,041,2002-12-31,2026-06-30,29,5
ffiec041_R4580.3103,quality,bound,041,2002-12-31,2026-06-30,29,4
ffiec041_R4580.3225,quality,bound,041,2002-12-31,2026-06-30,29,4
ffiec041_R4586.1592,quality,function,041,2002-12-31,2026-06-30,29,4
ffiec041_R4586.2580,quality,function,041,2002-12-31,2026-06-30,29,4
ffiec041_R4587.1593,quality,function,041,2002-12-31,2026-06-30,29,4
ffiec041_R4587.2581,quality,function,041,2002-12-31,2026-06-30,29,4
ffiec041_R4589.3237,quality,compound,041,2002-12-31,2026-06-30,29,4
ffiec041_R4589.3241,quality,complex,041,2002-12-31,2026-06-30,29,5
ffiec041_R4590.1595,quality,complex,041,2002-12-31,2005-12-31,4,0
ffiec041_R4590.2594,quality,complex,041,2002-12-31,2005-12-31,4,0
ffiec041_R4592.3239,quality,complex,041,2002-12-31,2026-06-30,29,4
ffiec041_R4592.3243,quality,complex,041,2002-12-31,2026-06-30,29,4
ffiec041_R4600.1598,quality,compound,041,2002-12-31,2026-06-30,29,4
ffiec041_R4670.1608,quality,compound,041,2002-12-31,2026-06-30,29,4
ffiec041_R4820.1409,validity,bound,041,2002-12-31,2026-06-30,29,0
ffiec041_R4830.1410,validity,bound,041,2002-12-31,2026-06-30,29,0
ffiec041_R5020.1613,quality,complex,041,2002-12-31,2026-06-30,29,3
ffiec041_R5020.2601,quality,complex,041,2002-12-31,2026-06-30,29,3
ffiec041_R5031.3109,quality,complex,041,2002-12-31,2026-06-30,29,3
ffiec041_R5031.3215,quality,complex,041,2002-12-31,2026-06-30,29,3
ffiec041_R5040.1181,quality,complex,041,2002-12-31,2026-06-30,29,4
ffiec041_R5040.2208,quality,complex,041,2002-12-31,2026-06-30,29,4
ffiec041_R5050.3087,validity,bound,041,2002-12-31,2026-06-30,29,0
ffiec041_R5050.3211,validity,bound,041,2002-12-31,2026-06-30,29,0
ffiec041_R5052.1620,quality,compound,041,2002-12-31,2026-06-30,29,4
ffiec041_R5052.2609,quality,compound,041,2002-12-31,2026-06-30,29,4
ffiec041_R5053.3110,quality,function,041,2002-12-31,2026-06-30,29,4
ffiec041_R5053.3214,quality,function,041,2002-12-31,2026-06-30,29,4
ffiec041_R5054.3111,quality,function,041,2002-12-31,2026-06-30,29,4
ffiec041_R5054.3212,quality,function,041,2002-12-31,2026-06-30,29,4
ffiec041_R5055.2612,quality,identity,041,2002-12-31,2004-12-31,3,0
ffiec041_R5055.3112,quality,complex,041,2002-12-31,2026-06-30,29,3
ffiec041_R5055.3210,quality,complex,041,2002-12-31,2026-06-30,29,3
ffiec041_R5180.1594,validity,compound,041,2002-12-31,2026-06-30,29,4
ffiec041_R5180.3568,validity,compound,041,2002-12-31,2026-06-30,29,4
ffiec041_R5200.1600,validity,compound,041,2002-12-31,2026-06-30,29,4
ffiec041_R5200.3571,validity,compound,041,2002-12-31,2026-06-30,29,4
ffiec041_R5220.1603,validity,compound,041,2002-12-31,2026-06-30,29,4
ffiec041_R5220.3572,validity,compound,041,2002-12-31,2026-06-30,29,4
ffiec041_R5240.1606,validity,compound,041,2002-12-31,2026-06-30,29,4
ffiec041_R5240.3573,validity,compound,041,2002-12-31,2026-06-30,29,4
ffiec041_R5250.1597,validity,bound,041,2002-12-31,2026-06-30,29,0
ffiec041_R5250.3570,validity,bound,041,2002-12-31,2026-06-30,29,0
ffiec041_R5260.1596,validity,bound,041,2002-12-31,2026-06-30,29,0
ffiec041_R5260.3569,validity,bound,041,2002-12-31,2026-06-30,29,0
ffiec041_R5302.2618,quality,compound,041,2002-12-31,2026-06-30,29,5
ffiec041_R5312.2619,quality,compound,041,2002-12-31,2026-06-30,29,4
ffiec041_R5322.2620,quality,compound,041,2002-12-31,2026-06-30,29,4
ffiec041_R5332.2621,quality,compound,041,2002-12-31,2026-06-30,29,4
ffiec041_R5342.2622,quality,compound,041,2002-12-31,2026-06-30,29,4
ffiec041_R5352.2623,quality,compound,041,2002-12-31,2026-06-30,29,4
ffiec041_R5362.2624,quality,compound,041,2002-12-31,2026-06-30,29,5
ffiec041_R5372.1637,quality,compound,041,2002-12-31,2026-06-30,29,5
ffiec041_R5382.2625,quality,compound,041,2002-12-31,2026-06-30,29,4
ffiec041_R5392.1638,quality,compound,041,2002-12-31,2026-06-30,29,4
ffiec041_R5402.1639,quality,compound,041,2002-12-31,2026-06-30,29,4
ffiec041_R5412.1640,quality,compound,041,2002-12-31,2026-06-30,29,4
ffiec041_R5422.2626,quality,compound,041,2002-12-31,2026-06-30,29,4
ffiec041_R5432.1641,quality,compound,041,2002-12-31,2026-06-30,29,4
ffiec041_R5442.1642,quality,compound,041,2002-12-31,2026-06-30,29,4
ffiec041_R5452.1643,quality,compound,041,2002-12-31,2026-06-30,29,4
ffiec041_R5452.2627,quality,compound,041,2002-12-31,2026-06-30,29,4
ffiec041_R5462.1644,quality,compound,041,2002-12-31,2026-06-30,29,5
ffiec041_R5462.2628,quality,compound,041,2002-12-31,2026-06-30,29,5
ffiec041_R5472.1645,quality,compound,041,2002-12-31,2026-06-30,29,4
ffiec041_R5472.2629,quality,compound,041,2002-12-31,2016-12-31,15,4
ffiec041_R5482.1646,quality,compound,041,2002-12-31,2026-06-30,29,5
ffiec041_R5482.2630,quality,compound,041,2002-12-31,2026-06-30,29,5
ffiec041_R5492.2631,quality,compound,041,2002-12-31,2026-06-30,29,4
ffiec041_R5502.1647,quality,compound,041,2002-12-31,2026-06-30,29,5
ffiec041_R5512.1648,quality,compound,041,2002-12-31,2026-06-30,29,5
ffiec041_R5515.3113,quality,complex,041,2002-12-31,2026-06-30,29,7
ffiec041_R5515.3202,quality,complex,041,2002-12-31,2026-06-30,29,7
ffiec041_R5550.1626,quality,complex,041,2002-12-31,2026-06-30,29,8
ffiec041_R5550.4129,quality,complex,041,2002-12-31,2026-06-30,29,7
ffiec041_R5560.1649,quality,complex,041,2002-12-31,2026-06-30,29,8
ffiec041_R5560.4130,quality,complex,041,2002-12-31,2026-06-30,29,7
ffiec041_R5570.1672,quality,complex,041,2002-12-31,2026-06-30,29,8
ffiec041_R5570.4131,quality,complex,041,2002-12-31,2026-06-30,29,7
ffiec041_R5580.3114,quality,bound,041,2002-12-31,2026-06-30,29,4
ffiec041_R5580.3203,quality,bound,041,2002-12-31,2026-06-30,29,4
ffiec041_R5660.2639,validity,bound,041,2002-12-31,2026-06-30,29,1
ffiec041_R5660.3116,quality,bound,041,2002-12-31,2010-12-31,9,3
ffiec041_R5660.3207,quality,bound,041,2002-12-31,2026-06-30,29,8
ffiec041_R5662.1680,quality,compound,041,2002-12-31,2026-06-30,29,6
ffiec041_R5662.2667,quality,compound,041,2002-12-31,2026-06-30,29,6
ffiec041_R5670.2640,validity,bound,041,2002-12-31,2026-06-30,29,1
ffiec041_R5670.3117,quality,complex,041,2002-12-31,2026-06-30,29,4
ffiec041_R5670.3208,quality,complex,041,2002-12-31,2026-06-30,29,4
ffiec041_R5672.1682,quality,compound,041,2002-12-31,2026-06-30,29,4
ffiec041_R5672.2669,quality,compound,041,2002-12-31,2026-06-30,29,4
ffiec041_R5680.3118,quality,complex,041,2002-12-31,2026-06-30,29,4
