mnemonic,item_code,item_name,confidentiality,item_type,description
RISI,M412,TRADING SECURITIES,N,F,Report the value of all securities classified as held for trading. Securities that are intended to be held principally for the purpose of selling them in the near term should be classified as trading assets. Trading activity includes active and frequent buying and selling of securities for the purpose of generating profits on short-term fluctuations in price. All values reported should be at the reporting date and provided on a gross long basis (i.e.; short positions should not be netted against
RISI,M414,VALUE OF TRADING AND AFS SECURITIES (SUM OF ITEMS 4 AND 5),N,F,Report the sum of items 4 through 6.
RISI,M422,TOTAL FOREIGN CLAIMS ON AN ULTIMATE RISK BASIS,N,F,Report the value of all claims over all sectors that; on an ultimate-risk basis; are cross-border claims or foreign-office claims on local residents. (See FFIEC 009; Schedule 1; Columns 15 through 20; and FFIEC 019 Column 6). For definitions; refer to the instructions for preparation of the FFIEC 009.
RISI,M423,FOREIGN LIABILITIES (EXCLUDING LOCAL LIABILITIES IN LOCAL CURRENCY),N,F,Report the sum of all foreign-office liabilities in non-local currency; all U.S. dollar liabilities to foreign-residents; and all foreign currency liabilities to foreigners. (See FFIEC 009; Schedule 1a; Column 1; TIC BL-1; Column 7; and; TIC BQ-2; Columns 1 and 2.) For definitions; refer to the instructions for preparation of the FFIEC 009 and the Treasury International Capital (TIC) B Reports.
RISI,M424,FOREIGN LIABILITIES (EXCLUDING LOCAL LIABILITIES IN LOCAL CURRENCY): ANY FOREIGN LIABILITIES TO RELATED OFFICES INCLUDED IN ITEM 2,N,F,Report the value of any liabilities included in item 2 that are to the banking organization's own foreign offices. (See TIC BL-1; Column 8; and the values reported in TIC B-2; Columns 1 and 2.)
RISI,M425,LOCAL LIABILITIES IN LOCAL CURRENCY,N,F,Report the value of all foreign-office liabilities in local currency. (See FFIEC 009; Schedule 1a; Column 2.) For definitions; refer to the instructions for the preparation of the FFIEC 009.
RISI,M426,TOTAL CROSS-JURISDICTIONAL LIABILITIES (SUM OF ITEMS 2 AND 3; MINUS ITEM 2.A),N,F,Report the sum of items 2 and 4 minus item 3.
RISI,M427,RETAIL FUNDING,N,F,Report total deposits less the sum of (i) deposits from banks; (ii) deposits from central banks; and (iii) certificates of deposit not held by retail customers or small businesses.
RISI,M428,TOTAL NET REVENUE,N,F,Report total net revenue; which is defined as gross revenue minus the interest expense.
RISI,M429,FOREIGN NET REVENUE,N,F,Report the net revenue from all non-domestic branches and subsidiaries. Net revenue is defined as the sum of interest income; trading gains (loss); investment income (loss); commission and fees; and other operating income (loss); minus the interest expense. Domestic is defined as the country where the group is headquartered.
RISI,M430,TOTAL GROSS REVENUE,N,F,Report the total gross revenue; which is defined as the sum of interest income; trading gains (loss); investment income (loss); commission and fees; and other operating income (loss).
RISI,M432,GROSS VALUE OF CASH LENT AND GROSS FAIR VALUE OF SECURITIES LENT IN SECURITIES FINANCING TRANSACTIONS,N,F,Report the gross value of all cash lent and the gross fair value of all securities lent in securities financing transactions. The reported value should not include any counterparty netting and should only represent transactions completed by the firm on its own behalf (i.e.; transactions where the firm acted as principal).
RISI,M433,GROSS VALUE OF CASH BORROWED AND GROSS FAIR VALUE OF SECURITIES BORROWED IN SECURITIES FINANCING TRANSACTIONS,N,F,Report the gross value of all cash borrowed and the gross fair value of all securities borrowed in securities financing transactions. The reported value should not include any counterparty netting and should only represent transactions completed by the firm on its own behalf (i.e.; transactions where the firm acted as principal).
RISI,M434,GROSS POSITIVE FAIR VALUE OF OVER-THE-COUNTER (OTC) DERIVATIVES TRANSACTIONS,N,F,Report the gross positive fair value of OTC derivative transactions. The reported value should not include any counterparty netting and should only represent transactions completed by the firm on its own behalf (i.e.; transactions where the firm acted as principal).
RISI,M435,GROSS NEGATIVE FAIR VALUE OF OTC DERIVATIVES TRANSACTIONS,N,F,Report the gross negative fair value of OTC derivative transactions. The reported value should not include any counterparty netting and should only represent transactions completed by the firm on its own behalf (i.e.; transactions where the firm acted as principal).
RISI,M436,UNSECURED SETTLEMENT/CLEARING LINES PROVIDED,N,F,Report the total amount of unsecured intraday credit lines extended to the banking organization's customers. This should include lines extended for cash overdrafts; securities clearing; and transaction lines (e.g.; FX settlement limits).
RISI,M437,NUMBER OF JURISDICTIONS,N,F,Report the number of countries where the banking organization has either a branch or a subsidiary.
RISI,M718,DERIVATIVES AND OFF-BALANCE SHEET ITEMS: NOTIONAL AMOUNT OF OFF-BALANCE-SHEET ITEMS WITH A 20% CCF,N,F,Report off-balance-sheet items that would be assigned a 20% credit conversion factor as defined in the standardized approach to credit risk (see paragraphs 83; 85; and footnote 32 of the Basel II framework). This would include commitments with an original maturity up to one year and short-term self-liquidating trade letters of credit arising from the movement of goods (e.g.; documentary credits collateralized by the underlying shipment) of both issuing and confirming banking organizations.
RISI,MV93,Trading volume - fixed income,N,F,RISO: The sum of items M5(a) through M5(b). RISI: The sum of items M5(a) through M5(b). RISK: The sum of items M5(a) through M5(b).
RISI,MV95,Trading volume - equities and other securities,N,F,RISO: The sum of items M5(c) and M5(d). RISI: The sum of items M5(c) and M5(d). RISK: The sum of items M5(c) and M5(d).
RISI,N255,TOTAL ADJUSTED TRADING AND AFS SECURITIES,N,F,Total adjusted trading and AFS securities equals the sum of trading and AFS securities that meet the definition of Level 1 assets and trading and AFS securities that meet the definition of Level 2 assets with haircuts.
RISI,N507,DERIVATIVES AND OFF-BALANCE-SHEET ITEMS: COUNTERPARTY RISK EXPOSURES: COUNTERPARTY EXPOSURE OF SFTS,N,F,Report the counterparty exposure of SFTs. Counterparty exposure is determined as the gross value of cash provided and the gross fair value of securities provided to a counterparty for all transactions included within a qualifying master netting agreement; less the gross value of cash received and the gross fair value of securities received from the counterparty for those transactions (see the definition of 'qualifying master netting agreement' in 12 CFR 225; Appendix F; section 2). The net value
RISI,N509,PREFERRED SHARES AND OTHER FORMS OF SUBORDINATED FUNDING NOT CAPTURED IN ITEM 15,N,F,Report the value of outstanding preferred shares and other forms of subordinated funding not captured in item 13 (e.g.; savings shares and silent partnerships). For publicly traded shares; report the closing share price multiplied by the number of shares outstanding on that day. Do not report non- publicly traded shares.
RISI,N510,TRADING AND AFS SECURITIES THAT MEET THE DEFINITION OF LEVEL 1 ASSETS,N,F,Report the fair value of all trading and AFS securities that qualify as Level 1 assets according to paragraphs 50(c); 50(d) and 50(e) of the Basel III liquidity coverage ratio (LCR) (see Basel III: The Liquidity Coverage Ratio and liquidity risk monitoring tools; available at www.bis.org/publ/bcbs238.pdf). Include qualifying securities even if they do not fulfill the LCR operational requirements outlined in paragraphs 31-40.
RISI,N511,TRADING AND AFS SECURITIES THAT MEET THE DEFINITION OF LEVEL 2 ASSETS; WITH HAIRCUTS,N,F,Report the fair value; after applying haircuts; of all trading and AFS securities that qualify as Level 2 assets according to paragraphs 52 and 54 of the Basel III LCR (see Basel III: The Liquidity Coverage Ratio and liquidity risk monitoring tools; available at www.bis.org/publ/bcbs238.pdf). Include qualifying securities even if they do not fulfill the LCR operational requirements outlined in paragraphs 31- 40. Level 2A; Level 2B RMBS; and Level 2B non-RMBS assets should be reported with haircu
RISI,Y822,DERIVATIVE EXPOSURES: GROSS-UP FOR DERIVATIVES COLLATERAL,N,F,
RISI,Y823,DERIVATIVE EXPOSURES: CASH VARIATION MARGIN INCLUDED AS AN ON-BALANCE SHEET RECEIVABLE,N,F,
RISI,Y824,DERIVATIVE EXPOSURES: EXEMPTED CENTRAL COUNTERPARTY LEGS OF CLIENTS-CLEARED TRANSACTIONS INCLUDED IN ITEM 3(A),N,F,
RISI,Y825,DERIVATIVE EXPOSURES: EFFECTIVE NOTIONAL AMOUNT OFFSETS AND PFE ADJUSTMENTS FOR SOLD CREDIT PROTECTION,N,F,
RISI,Y826,DERIVATIVE EXPOSURES: TOTAL DERIVATIVE EXPOSURES (SUM OF ITEMS 1.A THROUGH 1.D; MINUS THE SUM OF ITEMS 1.E THROUGH 1.G),N,F,the sum of items 1.a; 1.b; 1.c and 1.d minus the sum of items 1.e; 1.f; and 1.g
RISI,Y827,SECURITIES FINANCING TRANSACTION (SFT) EXPOSURES: SFT INDEMNIFICATION AND OTHER AGENT-RELATED EXPOSURES,N,F,
RISI,Y828,SECURITIES FINANCING TRANSACTION (SFT) EXPOSURES: GROSS VALUE OF OFFSETTING CASH PAYABLES,N,F,
RISI,Y829,SECURITIES FINANCING TRANSACTION (SFT) EXPOSURES: TOTAL SFT EXPOSURES (SUM OF ITEMS 2.A THROUGH 2.C; MINUS ITEM 2.D),N,F,the sum of items 2.a; 2.b and 2.c minus item 2.d
RISI,Y830,OTHER ON-BALANCE SHEET EXPOSURES: OTHER ON-BALANCE SHEET ASSETS,N,F,
RISI,Y831,OTHER OFF-BALANCE SHEET EXPOSURES: CREDIT EXPOSURE EQUIVALENT OF OTHER OFF-BALANCE SHEET ITEMS (SUM OF 0.1 TIMES ITEM 4.A; 0.2 TIMES ITEM 4.B; 0.5 TIMES ITEM 4.C; AND ITEM 4.D),N,F,the sum of 0.1 times item 4.a; 0.2 times item 4.b; 0.5 times item 4.c; and item 4.d
RISI,Y832,TOTAL EXPOSURES PRIOR TO REGULATORY DEDUCTIONS (SUM OF ITEMS 1.H; 2.E; 3.A; AND 4.E),N,F,the sum of items 1.h; 2.e; 3.a; and 4.e
RISI,Y833,BORROWINGS OBTAINED FROM OTHER FINANCIAL INSTITUTIONS,N,F,
RISI,Y834,STANDBY LETTERS OF CREDIT EXTENDED TO OTHER FINANCIAL INSTITUTIONS,N,F,
RISI,Y835,PAYMENTS MADE IN THE LAST FOUR QUARTERS: MEXICAN PESOS (MXN),N,F,Furthermore; the Basel Committee on Banking Supervision (BCBS) has identified three additional currencies that may be important in measuring the overall substitutability of a firm: Mexican pesos; New Zealand dollars; and Russian rubles. The Federal Reserve proposes capturing payments made in these currencies over the last four quarters as memoranda items. For readability; the Federal Reserve also recommends moving all currencies not listed above (from item 1(m) to item M4) and unsecured settleme
RISI,Y836,PAYMENTS MADE IN THE LAST FOUR QUARTERS: NEW ZEALAND DOLLARS (NZD),N,F,Furthermore; the Basel Committee on Banking Supervision (BCBS) has identified three additional currencies that may be important in measuring the overall substitutability of a firm: Mexican pesos; New Zealand dollars; and Russian rubles. The Federal Reserve proposes capturing payments made in these currencies over the last four quarters as memoranda items. For readability; the Federal Reserve also recommends moving all currencies not listed above (from item 1(m) to item M4) and unsecured settleme
RISI,Y837,PAYMENTS MADE IN THE LAST FOUR QUARTERS: RUSSIAN RUBLES (RUB),N,F,Furthermore; the Basel Committee on Banking Supervision (BCBS) has identified three additional currencies that may be important in measuring the overall substitutability of a firm: Mexican pesos; New Zealand dollars; and Russian rubles. The Federal Reserve proposes capturing payments made in these currencies over the last four quarters as memoranda items. For readability; the Federal Reserve also recommends moving all currencies not listed above (from item 1(m) to item M4) and unsecured settleme
RISI,Y838,FIRST TIER: FUNDING SECURED BY LEVEL 1 LIQUID ASSETS - REMAINING MATURITY OF 30 DAYS OR LESS,N,F,
RISI,Y839,FIRST TIER: FUNDING SECURED BY LEVEL 1 LIQUID ASSETS - REMAINING MATURITY OF 31 TO 90 DAYS,N,F,
RISI,Y840,FIRST TIER: FUNDING SECURED BY LEVEL 1 LIQUID ASSETS - REMAINING MATURITY OF 91 TO 180 DAYS,N,F,
RISI,Y841,FIRST TIER: FUNDING SECURED BY LEVEL 1 LIQUID ASSETS - REMAINING MATURITY OF 181 TO 365 DAYS,N,F,
RISI,Y842,FIRST TIER: RETAIL BROKERED DEPOSITS AND SWEEPS - REMAINING MATURITY OF 30 DAYS OR LESS,N,F,
RISI,Y843,FIRST TIER: RETAIL BROKERED DEPOSITS AND SWEEPS- REMAINING MATURITY OF 31 TO 90 DAYS,N,F,
RISI,Y844,FIRST TIER: RETAIL BROKERED DEPOSITS AND SWEEPS - REMAINING MATURITY OF 91 TO 180 DAYS,N,F,
RISI,Y845,FIRST TIER: RETAIL BROKERED DEPOSITS AND SWEEPS - REMAINING MATURITY OF 181 TO 365 DAYS,N,F,
RISI,Y846,FIRST TIER: UNSECURED WHOLESALE FUNDING OBTAINED OUTSIDE THE FINANCIAL SECTOR - REMAINING MATURITY OF 30 DAYS OR LESS,N,F,
RISI,Y847,FIRST TIER: UNSECURED WHOLESALE FUNDING OBTAINED OUTSIDE THE FINANCIAL SECTOR- REMAINING MATURITY OF 31 TO 90 DAYS,N,F,
RISI,Y848,FIRST TIER: UNSECURED WHOLESALE FUNDING OBTAINED OUTSIDE THE FINANCIAL SECTOR - REMAINING MATURITY OF 91 TO 180 DAYS,N,F,
RISI,Y849,FIRST TIER: UNSECURED WHOLESALE FUNDING OBTAINED OUTSIDE THE FINANCIAL SECTOR - REMAINING MATURITY OF 181 TO 365 DAYS,N,F,
RISI,Y850,FIRST TIER: FIRM SHORT POSITIONS SECURED BY LEVEL 2B LIQUID ASSETS OR NON-HQLA - REMAINING MATURITY OF 30 DAYS OR LESS,N,F,
RISI,Y851,FIRST TIER: FIRM SHORT POSITIONS SECURED BY LEVEL 2B LIQUID ASSETS OR NON-HQLA - REMAINING MATURITY OF 31 TO 90 DAYS,N,F,
RISI,Y852,FIRST TIER: FIRM SHORT POSITIONS SECURED BY LEVEL 2B LIQUID ASSETS OR NON-HQLA - REMAINING MATURITY OF 91 TO 180 DAYS,N,F,
RISI,Y853,FIRST TIER: FIRM SHORT POSITIONS SECURED BY LEVEL 2B LIQUID ASSETS OR NON-HQLA - REMAINING MATURITY OF 181 TO 365 DAYS,N,F,
RISI,Y854,FIRST TIER: TOTAL FIRST TIER SHORT-TERM WHOLESALE FUNDING (SUM OF ITEMS 1.A THROUGH 1.D) - REMAINING MATURITY OF 30 DAYS OR LESS,N,F,sum of items 1.a; 1.b; 1.c and 1.d
RISI,Y855,FIRST TIER: TOTAL FIRST TIER SHORT-TERM WHOLESALE FUNDING (SUM OF ITEMS 1.A THROUGH 1.D) - REMAINING MATURITY OF 31 TO 90 DAYS,N,F,sum of items 1.a; 1.b; 1.c and 1.d
RISI,Y856,FIRST TIER: TOTAL FIRST TIER SHORT-TERM WHOLESALE FUNDING (SUM OF ITEMS 1.A THROUGH 1.D) - REMAINING MATURITY OF 91 TO 180 DAYS,N,F,sum of items 1.a; 1.b; 1.c and 1.d
RISI,Y857,FIRST TIER: TOTAL FIRST TIER SHORT-TERM WHOLESALE FUNDING (SUM OF ITEMS 1.A THROUGH 1.D) - REMAINING MATURITY OF 181 TO 365 DAYS,N,F,sum of items 1.a; 1.b; 1.c and 1.d
RISI,Y858,SECOND TIER: FUNDING SECURED BY LEVEL 2A LIQUID ASSETS - REMAINING MATURITY OF 30 DAYS OR LESS,N,F,
RISI,Y859,SECOND TIER: FUNDING SECURED BY LEVEL 2A LIQUID ASSETS - REMAINING MATURITY OF 31 TO 90 DAYS,N,F,
RISI,Y860,SECOND TIER: FUNDING SECURED BY LEVEL 2A LIQUID ASSETS - REMAINING MATURITY OF 91 TO 180 DAYS,N,F,
RISI,Y861,SECOND TIER: FUNDING SECURED BY LEVEL 2A LIQUID ASSETS - REMAINING MATURITY OF 181 TO 365 DAYS,N,F,
RISI,Y862,SECOND TIER: COVERED ASSET EXCHANGES (LEVEL 1 TO LEVEL 2A) - REMAINING MATURITY OF 30 DAYS OR LESS,N,F,
RISI,Y863,SECOND TIER: COVERED ASSET EXCHANGES (LEVEL 1 TO LEVEL 2A) - REMAINING MATURITY OF 31 TO 90 DAYS,N,F,
RISI,Y864,SECOND TIER:COVERED ASSET EXCHANGES (LEVEL 1 TO LEVEL 2A) - REMAINING MATURITY OF 91 TO 180 DAYS,N,F,
RISI,Y865,SECOND TIER: COVERED ASSET EXCHANGES (LEVEL 1 TO LEVEL 2A) - REMAINING MATURITY OF 181 TO 365 DAYS,N,F,
RISI,Y866,SECOND TIER:TOTAL SECOND TIER SHORT-TERM WHOLESALE FUNDING (SUM OF ITEMS 2.A AND 2.B) - REMAINING MATURITY OF 30 DAYS OR LESS,N,F,sum of items 2.a and 2.b
RISI,Y867,SECOND TIER: TOTAL SECOND TIER SHORT-TERM WHOLESALE FUNDING (SUM OF ITEMS 2.A AND 2.B) - REMAINING MATURITY OF 31 TO 90 DAYS,N,F,sum of items 2.a and 2.b
RISI,Y868,SECOND TIER: TOTAL SECOND TIER SHORT-TERM WHOLESALE FUNDING (SUM OF ITEMS 2.A AND 2.B) - REMAINING MATURITY OF 91 TO 180 DAYS,N,F,sum of items 2.a and 2.b
RISI,Y869,SECOND TIER: TOTAL SECOND TIER SHORT-TERM WHOLESALE FUNDING (SUM OF ITEMS 2.A AND 2.B) - REMAINING MATURITY OF 181 TO 365 DAYS,N,F,sum of items 2.a and 2.b
RISI,Y870,THIRD TIER: FUNDING SECURED BY LEVEL 2B LIQUID ASSETS - REMAINING MATURITY OF 30 DAYS OR LESS,N,F,
RISI,Y871,THIRD TIER: FUNDING SECURED BY LEVEL 2B LIQUID ASSETS - REMAINING MATURITY OF 31 TO 90 DAYS,N,F,
RISI,Y872,THIRD TIER: FUNDING SECURED BY LEVEL 2B LIQUID ASSETS - REMAINING MATURITY OF 91 TO 180 DAYS,N,F,
RISI,Y873,THIRD TIER: FUNDING SECURED BY LEVEL 2B LIQUID ASSETS - REMAINING MATURITY OF 181 TO 365 DAYS,N,F,
RISI,Y874,THIRD TIER: OTHER COVERED ASSET EXCHANGES - REMAINING MATURITY OF 30 DAYS OR LESS,N,F,
RISI,Y875,THIRD TIER: OTHER COVERED ASSET EXCHANGES - REMAINING MATURITY OF 31 TO 90 DAYS,N,F,
RISI,Y876,THIRD TIER:OTHER COVERED ASSET EXCHANGES - REMAINING MATURITY OF 91 TO 180 DAYS,N,F,
RISI,Y877,THIRD TIER: OTHER COVERED ASSET EXCHANGES - REMAINING MATURITY OF 181 TO 365 DAYS,N,F,
RISI,Y878,THIRD TIER: UNSECURED WHOLESALE FUNDING OBTAINED WITHIN THE FINANCIAL SECTOR - REMAINING MATURITY OF 30 DAYS OR LESS,N,F,
RISI,Y879,THIRD TIER: UNSECURED WHOLESALE FUNDING OBTAINED WITHIN THE FINANCIAL SECTOR - REMAINING MATURITY OF 31 TO 90 DAYS,N,F,
RISI,Y880,THIRD TIER:UNSECURED WHOLESALE FUNDING OBTAINED WITHIN THE FINANCIAL SECTOR - REMAINING MATURITY OF 91 TO 180 DAYS,N,F,
RISI,Y881,THIRD TIER: UNSECURED WHOLESALE FUNDING OBTAINED WITHIN THE FINANCIAL SECTOR - REMAINING MATURITY OF 181 TO 365 DAYS,N,F,
RISI,Y882,THIRD TIER: TOTAL THIRD TIER SHORT-TERM WHOLESALE FUNDING (SUM OF ITEMS 3.A THROUGH 3.C) - REMAINING MATURITY OF 30 DAYS OR LESS,N,F,sum of 3.a; 3.b and 3.c
RISI,Y883,THIRD TIER: TOTAL THIRD TIER SHORT-TERM WHOLESALE FUNDING (SUM OF ITEMS 3.A THROUGH 3.C) - REMAINING MATURITY OF 31 TO 90 DAYS,N,F,sum of 3.a; 3.b and 3.c
RISI,Y884,THIRD TIER:TOTAL THIRD TIER SHORT-TERM WHOLESALE FUNDING (SUM OF ITEMS 3.A THROUGH 3.C) - REMAINING MATURITY OF 91 TO 180 DAYS,N,F,sum of 3.a; 3.b and 3.c
RISI,Y885,THIRD TIER: TOTAL THIRD TIER SHORT-TERM WHOLESALE FUNDING (SUM OF ITEMS 3.A THROUGH 3.C) - REMAINING MATURITY OF 181 TO 365 DAYS,N,F,sum of 3.a; 3.b and 3.c
RISI,Y886,ALL OTHER COMPONENTS OF SHORT-TERM WHOLESALE FUNDING - REMAINING MATURITY OF 30 DAYS OR LESS,N,F,
RISI,Y887,ALL OTHER COMPONENTS OF SHORT-TERM WHOLESALE FUNDING - REMAINING MATURITY OF 31 TO 90 DAYS,N,F,
RISI,Y888,ALL OTHER COMPONENTS OF SHORT-TERM WHOLESALE FUNDING - REMAINING MATURITY OF 91 TO 180 DAYS,N,F,
RISI,Y889,ALL OTHER COMPONENTS OF SHORT-TERM WHOLESALE FUNDING - REMAINING MATURITY OF 181 TO 365 DAYS,N,F,
RISI,Y890,TOTAL SHORT-TERM WHOLESALE FUNDING; BY MATURITY (WEIGHTED SUM OF ITEMS 1.E; 2.C; 3.D; AND 4) - REMAINING MATURITY OF 30 DAYS OR LESS,N,F,the sum of 0.25 times item 1(e); 0.5 times item 2(c); 0.75 times item 3(c); and item 4(c) in column A
RISI,Y891,TOTAL SHORT-TERM WHOLESALE FUNDING; BY MATURITY (WEIGHTED SUM OF ITEMS 1.E; 2.C; 3.D; AND 4) - REMAINING MATURITY OF 31 TO 90 DAYS,N,F,the sum of 0.1 times item 1(e); 0.25 times item 2(c); 0.5 times item 3(c); and 0.75 times item 4(c) in column B
RISI,Y892,TOTAL SHORT-TERM WHOLESALE FUNDING; BY MATURITY (WEIGHTED SUM OF ITEMS 1.E; 2.C; 3.D; AND 4) - REMAINING MATURITY OF 91 TO 180 DAYS,N,F,the sum of zero times item 1(e); 0.1 times item 2(c); 0.25 times item 3(c); and 0.5 times item 4(c) in column C
RISI,Y893,TOTAL SHORT-TERM WHOLESALE FUNDING; BY MATURITY (WEIGHTED SUM OF ITEMS 1.E; 2.C; 3.D; AND 4) - REMAINING MATURITY OF 181 TO 365 DAYS,N,F,the sum of zero times item 1(e); zero times item 2(c); 0.1 times item 3(c); and 0.25 times item 4(c) in column D
RISI,Y894,TOTAL SHORT-TERM WHOLESALE FUNDING (SUM OF ITEM 5; COLUMNS A THROUGH D),N,F,the sum of 5. columns A; B; C and D
RISI,Y895,AVERAGE RISK-WEIGHTED ASSETS,N,F,
RISI,Y896,SHORT-TERM WHOLESALE FUNDING METRIC (ITEM 6 DIVIDED BY ITEM 7),N,F,item 6 divided by item 7
RISK,1754,HELD-TO-MATURITY SECURITIES; TOTAL,N,F,Includes the total amortized cost of held-to-maturity securities. (This amount includes the sum of items 0211; items 8492(D); 8496(D); 8500(D) and 8504(D) which is reported from Schedule RC-B; column A on the FFIEC 031-034 reports. Also includes the sum of items 0211; 8492; 8531; 8535; 8539 and 8545 which is reported from Schedule HC-A; column A (BHCT) on the FR Y-9C report.) For the FR Y-9C (BHCK); beginning 3/31/01; report in column A the amortized cost to-maturity (HTM) securities reported in
RISK,1773,Available-for-sale debt securities (from Schedule RC-B; column D),N,F,Includes the total fair value of available-for-sale securities. (This amount includes the sum of items 1287; items 8495(D); 8499(D); 8503(D) and 8507(D) which is reported from Schedule RC-B; column D on the FFIEC 031-034 reports. Also includes the sum of items 1287; 8495; 8534; 8538; 8542; 8544; 8548 and 8550 which is reported from Schedule HC-A; column D (BHCT) on the FR Y-9C report.) For series BHCK; beginning 3/31/01; report in column A the fair value of available-for-sale (AFS) securities re
RISK,2170,TOTAL ASSETS,N,F,The sum of all asset items. This item must equal 'Total Liabilities; Limited-Life Preferred Stock and Equity Capital (3300)'. FRBS - FASSETS COMPARABILITY: Beginning 12/31/04; reported on (SUIT) Surveillance Intercompany Transactions. Beginning 3/31/04; reported on Schedule HC for the SVGL report. Report total assets. Beginning 12/31/02; reported on the FR Y-9ES (ESOP) report. Report the sum of items C322; C331; C332; C333; C334; C335; C336; C337; C363; C009; and C338. Beginning 12/31/02; report
RISK,2309,COMMERCIAL PAPER,N,F,The total amount outstanding of commercial paper issued by the reporting bank holding company to unrelated parties. (For the BHCQ and BHAS series; by the parent company to unrelated parties.) Commercial paper consists of short-term negotiable promissory notes issued in the United States by commercial businesses; including finance companies and banks. Also commercial paper matures in 270 days or less and is not collateralized. Excludes commercial paper held by related institutions (for the BHCS s
RISK,2948,TOTAL LIABILITIES AND MINORITY INTEREST,N,F,The sum of all liability items including subordinated notes and debentures. For FNBK; includes the sum of items A012 and C380. NOTE: SUAB series is reported on the DB2 SURH01 table. For the FR Y-9C (BHCK) report; the MDRM reflects data starting for the period of June 30; 1981 thru current archival file. Reported in Schedule HC. Reported on the Balance Sheet for the FR Y-11Q (BHCS) report. COMPARABILITY: Beginning 12/31/02; reported on Schedule SB for the FR Y-9ES (ESOP) report. Report the sum of
RISK,4086,INTERNET E-MAIL ADDRESS,N,F,Email Address of Person to be Contacted concerning the report form. MSLP: User Email Effective 10/24/2011; the FR 2572 information collection was transferred to the Consumer Financial Protection Bureau (CFPB); removing it from the Board's OMB inventory and adding it to the CFPB's under control number 3170-0001 The entity's Internet E-Mail (electronic mail) address; (e.g.; XCU@IX.NETCOM.COM). NOTE: Reported as confidential. Item is on the report form beginning March 1998. Data was not loaded to A
RISK,4769,OTHER EXPLANATIONS,Y,F,A one-digit code indicating whether there are any text information on the file. 0 = No text has been submitted by the commercial bank. 1 = Text is on the file. In the space provided on the report form; the bank may; at its option; list and briefly describe any other significant items relating to the report of income. The bank's other explanations must not exceed 750 characters; including punctuation and standard spacing between words and sentences. COMPARABILITY: Prior to 9/30/91; 2 = text submi
RISK,6649,CONFIDENTIAL DATA INDICATOR,Y,F,A one-digit code indicating confidentiality status of reported data. Code: Null = Used when items 6669; 3452; 3451; 6927; 6928; and 6929 = 1; 2; 3; or 4 for the 'BHCK' series; when item 6669 = 1; 2; 3; or 4 for he 'BHCC' and 'BHCS' series; and when items 8679; 8684; 8685; and 8686 = 1; 2; 3; or 4 for the 'FNBK' series. There are no null values reported for the 'BHAS'; 'BHCP'; and 'BHSP' series. 1 = Public - by virtue of no request for confidentiality 2 = Confidential - by virtue of a pending req
RISK,6980,BANK MANAGEMENT STATEMENT,N,F,Includes a brief narrative statement on the amounts reported in the Reports of Condition and Income by the management of the reporting bank. The text is limited to 750 characters; including punctuation and spaces. Banks choosing to submit the narrative statement should ensure that the statement does not contain the names or other identifications of individual bank customers; references to the amounts reported in the confidential items in Schedule RC-N; or any other information that they are not 
RISK,8843,ESTIMATION FLAG,Y,F,
RISK,8901,NAME OF PERSON QUESTIONS ARE DIRECTED,N,F,Effective 10/24/2011; the FR 2572 information collection was transferred to the Consumer Financial Protection Bureau (CFPB); removing it from the Board's OMB inventory and adding it to the CFPB's under control number 3170-0001 Transmitted as TEXT. NOTE: For series TEXT; reported as confidential for the reporting period 3/31/88 thru 12/31/00. ESOP8901 will be collected at the Reserve Bank. ESOP8901 will not be added to the Board FDR ESOP database tables.
RISK,8902,AREA CODE/PHONE NUMBER OF PERSON WHOM QUESTIONS ABOUT THIS REPORT SHOULD BE DIRECTED,N,F,Effective 10/24/2011; the FR 2572 information collection was transferred to the Consumer Financial Protection Bureau (CFPB); removing it from the Board's OMB inventory and adding it to the CFPB's under control number 3170-0001 Transmitted as TEXT. NOTE: For series TEXT; reported as confidential for the reporting period 3/31/88 thru 12/31/00. ESOP8902 will be collected at the Reserve Bank. ESOP8902 will not be added to the Board FDR ESOP database tables.
RISK,9116,FAX NUMBER,N,F,The fax number of the contact. Transmitted as TEXT. ESOP9116 will be collected at the Reserve Bank. ESOP9116 will not be added to the Board FDR ESOP database tables.
RISK,9191,PROCESSING DISTRICT,Y,F,Effective 10/24/2011; the FR 2572 information collection was transferred to the Consumer Financial Protection Bureau (CFPB); removing it from the Board's OMB inventory and adding it to the CFPB's under control number 3170-0001 The processing district indicates the Reserve Bank district that processed the data. The values are defined as follows: 01 Boston 02 New York 03 Philadelphia 04 Cleveland 05 Richmond 06 Atlanta 07 Chicago 08 St. Louis 09 Minneapolis 10 Kansas City 11 Dallas 12 San Francisc
RISK,9602,REPORTING PANEL CODE,Y,F,RISK 20170930-99991231 1- The respondent has reported the FR 2052a for at least 12 months and it is public information 2- The respondent does not report the 2052a or has reported it for less than 12 months. 3- The respondent has reported the FR 2052a for at lest 12 months and it is confidential information 20160930-20170630 1- The respondent has reported the FR 2052a for at least 12 months 2- The respondent does not report the 2052a or has reported it for less than 12 months. 20121231 1 The repo
